order_id,date,category,product,region,salesperson,quantity,unit_price,discount_pct,payment_method,customer_age,rating,revenue
10459,2022-06-02 16:00:00,Sports,Product_731,Central,Agent_03,13,472.17,11.7,Bank Transfer,71.0,1.4,5420.04
10460,2022-06-03 00:00:00,Clothing,Product_655,West,Agent_05,39,6.9,2.4,Cash,67.0,4.1,262.64
10461,2022-06-03 08:00:00,Toys,Product_923,South,Agent_09,5,122.87,2.7,Bank Transfer,50.0,5.0,597.76
10462,2022-06-03 16:00:00,Clothing,Product_255,North,Agent_13,10,469.53,17.7,Debit Card,24.0,3.1,3864.23
10463,2022-06-04 00:00:00,Food,Product_466,North,Agent_06,10,89.69,18.0,Credit Card,20.0,3.7,735.46
10464,2022-06-04 08:00:00,Clothing,Product_818,East,Agent_15,38,61.06,12.6,Cash,31.0,1.9,2027.92
10465,2022-06-04 16:00:00,ELECTRONICS,Product_719,North,Agent_09,27,287.24,13.0,Credit Card,61.0,2.8,6747.27
10466,2022-06-05 00:00:00,Sports,Product_350,West,Agent_15,21,431.61,1.6,Credit Card,63.0,4.4,8918.79
10467,2022-06-05 08:00:00,Books,Product_981,Central,Agent_06,8,241.17,15.5,Debit Card,53.0,1.7,1630.31
10468,2022-06-05 16:00:00,Clothing,Product_433,Central,Agent_02,1,497.31,15.1,Bank Transfer,30.0,2.1,422.22
10469,2022-06-06 00:00:00,Toys,Product_741,Central,Agent_13,28,341.19,4.5,Credit Card,33.0,2.8,9123.42
10470,2022-06-06 08:00:00,Electronics,Product_610,South,Agent_05,49,41.67,,PayPal,33.0,3.8,1978.53
10471,2022-06-06 16:00:00,Books,Product_392,North,Agent_12,39,496.45,3.7,Debit Card,71.0,2.5,18645.17
10472,2022-06-07 00:00:00,Sports,Product_119,West,Agent_11,14,206.91,3.0,PayPal,22.0,4.7,2809.84
10473,2022-06-07 08:00:00,Books,Product_381,South,Agent_09,21,147.26,18.3,Debit Card,69.0,1.4,2526.54
10474,2022-06-07 16:00:00,Electronics,Product_896,East,Agent_08,30,281.15,,PayPal,,2.5,7936.86
10475,2022-06-08 00:00:00,Home,Product_100,West,Agent_07,21,155.63,7.5,PayPal,,3.8,3023.11
10476,2022-06-08 08:00:00,Home,Product_218,West,Agent_01,49,47.8,5.2,Credit Card,55.0,1.9,2220.41
10477,2022-06-08 16:00:00,Books,Product_134,West,Agent_04,9,5.71,28.7,Credit Card,67.0,,36.64
10478,2022-06-09 00:00:00,Food,Product_297,Central,Agent_12,17,227.54,25.6,Debit Card,55.0,1.7,2877.93
10479,2022-06-09 08:00:00,Toys,Product_584,,Agent_07,5,419.25,6.9,Bank Transfer,56.0,1.2,1951.61
10480,2022-06-09 16:00:00,Toys,Product_856,North,Agent_11,31,288.3,9.8,Credit Card,73.0,1.5,8061.44
10481,2022-06-10 00:00:00,Books,Product_158,West,Agent_07,40,499.61,6.3,Credit Card,73.0,4.7,18725.38
10482,2022-06-10 08:00:00,Clothing,Product_936,Central,Agent_15,38,146.99,14.8,Cash,65.0,3.2,4758.95
10483,2022-06-10 16:00:00,Clothing,Product_260,West,Agent_06,43,143.83,0.6,Credit Card,58.0,4.2,6147.58
10484,2022-06-11 00:00:00,Toys,Product_790,East,Agent_08,19,84.08,20.1,Bank Transfer,43.0,2.3,1276.42
10485,2022-06-11 08:00:00,Toys,Product_305,East,Agent_11,36,86.21,15.7,Cash,30.0,3.4,2616.3
10486,2022-06-11 16:00:00,Home,Product_111,Central,Agent_13,33,146.17,27.0,PayPal,61.0,3.0,3521.24
10487,2022-06-12 00:00:00,Food,Product_589,North,Agent_06,13,397.46,4.9,PayPal,68.0,4.8,4913.8
10488,2022-06-12 08:00:00,Electronics,Product_375,North,Agent_10,14,453.35,24.1,Cash,43.0,4.0,4817.3
10489,2022-06-12 16:00:00,Clothing,Product_792,South,Agent_03,33,487.67,23.8,Cash,72.0,,12262.95
10490,2022-06-13 00:00:00,Toys,Product_341,Central,Agent_04,29,119.98,3.8,Cash,72.0,1.2,3347.2
10491,2022-06-13 08:00:00,Home,Product_315,West,Agent_14,43,441.24,12.0,Debit Card,18.0,,16696.52
10492,2022-06-13 16:00:00,Sports,Product_350,Central,Agent_03,49,167.49,5.1,Bank Transfer,,,7788.45
10493,2022-06-14 00:00:00,Home,Product_910,South,Agent_01,36,60.86,7.6,Bank Transfer,21.0,4.7,2024.45
10494,2022-06-14 08:00:00,Clothing,Product_225,Central,Agent_15,44,435.66,7.9,PayPal,38.0,2.0,17654.69
10495,2022-06-14 16:00:00,Clothing,Product_316,Central,Agent_10,10,319.87,16.7,PayPal,39.0,2.1,2664.52
10496,2022-06-15 00:00:00,Home,Product_405,South,Agent_05,31,86.54,12.3,PayPal,68.0,2.6,2352.76
10497,2022-06-15 08:00:00,Electronics,Product_896,North,Agent_15,6,217.77,28.4,Credit Card,70.0,2.0,935.54
10498,2022-06-15 16:00:00,Books,Product_284,West,Agent_01,1,147.19,3.8,PayPal,54.0,1.5,141.6
10499,2022-06-16 00:00:00,Clothing,Product_138,South,Agent_01,7,369.71,29.2,Cash,66.0,4.4,1832.28
10500,2022-06-16 08:00:00,Home,Product_322,East,Agent_02,27,229.44,6.9,PayPal,20.0,3.2,5767.43
10501,2022-06-16 16:00:00,Toys,Product_283,North,Agent_13,21,494.69,23.2,Cash,36.0,4.4,7978.36
10502,2022-06-17 00:00:00,Home,Product_594,East,Agent_04,28,32.1,10.2,Debit Card,18.0,4.3,807.12
10503,2022-06-17 08:00:00,Food,Product_526,North,Agent_06,16,180.73,4.3,Credit Card,46.0,2.1,2767.34
10504,2022-06-17 16:00:00,Books,Product_277,West,Agent_08,46,243.54,25.7,Credit Card,40.0,3.2,8323.71
10505,2022-06-18 00:00:00,Sports,Product_527,West,Agent_13,23,254.05,9.3,Bank Transfer,50.0,1.3,5299.74
10506,2022-06-18 08:00:00,Electronics,Product_393,Central,Agent_03,20,161.39,19.8,Debit Card,72.0,4.7,2588.7
10507,2022-06-18 16:00:00,Sports,Product_951,East,Agent_01,38,365.97,17.0,Cash,69.0,2.6,11542.69
10508,2022-06-19 00:00:00,Books,Product_250,North,Agent_03,25,438.0,14.2,Debit Card,58.0,2.6,9395.1
10509,2022-06-19 08:00:00,Books,Product_483,West,Agent_12,28,469.67,14.9,Credit Card,40.0,2.2,11191.3
10510,2022-06-19 16:00:00,Books,Product_737,South,Agent_03,5,403.52,22.0,Cash,22.0,2.8,1573.73
10511,2022-06-20 00:00:00,Sports,Product_912,West,Agent_05,21,426.04,2.6,Debit Card,24.0,2.0,8714.22
10512,2022-06-20 08:00:00,Toys,Product_407,South,Agent_11,18,277.52,20.0,Credit Card,74.0,2.5,3996.29
10513,2022-06-20 16:00:00,Books,Product_435,North,Agent_12,47,413.81,26.9,Cash,23.0,4.2,14217.27
10514,2022-06-21 00:00:00,Home,Product_845,West,Agent_12,6,155.23,1.7,Cash,66.0,,915.55
10515,2022-06-21 08:00:00,Sports,Product_991,West,Agent_04,29,202.25,4.2,Credit Card,39.0,2.2,5618.91
10516,2022-06-21 16:00:00,Books,Product_474,North,Agent_13,19,161.87,21.5,Cash,66.0,,2414.29
10517,2022-06-22 00:00:00,Home,Product_107,West,Agent_04,33,236.36,13.1,Credit Card,30.0,4.5,6778.1
10518,2022-06-22 08:00:00,Toys,Product_440,South,Agent_09,1,146.36,12.1,PayPal,29.0,1.2,128.65
10519,2022-06-22 16:00:00,Food,Product_228,West,Agent_07,45,481.0,4.1,PayPal,21.0,4.6,20757.56
10520,2022-06-23 00:00:00,Toys,Product_875,East,Agent_04,3,159.86,15.2,Cash,25.0,,406.68
10521,2022-06-23 08:00:00,Books,Product_768,Central,Agent_03,42,53.53,3.8,Cash,54.0,3.7,2162.83
10522,2022-06-23 16:00:00,Sports,Product_451,South,Agent_06,21,265.77,14.3,Credit Card,48.0,3.3,4783.06
10523,2022-06-24 00:00:00,Clothing,Product_457,East,Agent_03,35,33.26,22.9,Cash,54.0,3.2,897.52
10524,2022-06-24 08:00:00,Books,Product_616,North,Agent_06,41,59.72,7.7,Bank Transfer,62.0,4.4,2259.98
10525,2022-06-24 16:00:00,Clothing,Product_594,South,Agent_11,40,113.6,14.4,PayPal,43.0,1.4,3889.66
10526,2022-06-25 00:00:00,Home,Product_185,Central,Agent_13,3,234.85,29.8,Cash,60.0,2.4,494.59
10527,2022-06-25 08:00:00,Food,Product_274,Central,Agent_11,25,219.46,20.6,Cash,25.0,3.2,4356.28
10528,2022-06-25 16:00:00,Electronics,Product_901,North,Agent_13,45,400.85,25.2,Debit Card,57.0,4.2,13492.61
10529,2022-06-26 00:00:00,Toys,Product_292,North,Agent_13,38,371.04,12.4,Cash,50.0,1.9,12351.18
10530,2022-06-26 08:00:00,Food,Product_410,South,Agent_12,45,216.03,23.0,Bank Transfer,62.0,4.2,7485.44
10531,2022-06-26 16:00:00,Books,Product_218,West,Agent_09,20,170.18,1.2,PayPal,46.0,2.6,3362.76
10532,2022-06-27 00:00:00,Clothing,Product_317,North,Agent_06,44,161.65,3.7,Debit Card,22.0,1.8,6849.43
10533,2022-06-27 08:00:00,Toys,Product_526,West,Agent_12,45,388.13,6.1,Credit Card,45.0,4.0,16400.43
10534,2022-06-27 16:00:00,Clothing,Product_513,East,Agent_04,34,30.78,12.1,Credit Card,70.0,1.4,919.89
10535,2022-06-28 00:00:00,Sports,Product_213,Central,Agent_15,21,11.35,25.4,PayPal,57.0,3.1,177.81
10536,2022-06-28 08:00:00,Clothing,Product_244,West,Agent_05,48,398.79,10.4,Credit Card,34.0,1.3,17151.16
10537,2022-06-28 16:00:00,Sports,Product_637,Central,Agent_13,23,241.19,19.6,Bank Transfer,72.0,2.4,4460.09
10538,2022-06-29 00:00:00,Home,Product_747,West,Agent_06,6,69.79,21.3,Cash,40.0,3.4,329.55
10539,2022-06-29 08:00:00,Toys,Product_402,,Agent_11,13,121.61,17.6,PayPal,62.0,3.2,1302.69
10540,2022-06-29 16:00:00,Toys,Product_843,North,Agent_03,49,466.59,10.7,Debit Card,26.0,2.6,20416.58
10541,2022-06-30 00:00:00,Electronics,Product_980,East,Agent_08,23,430.45,17.3,Cash,19.0,,8187.59
10542,2022-06-30 08:00:00,Books,Product_687,North,Agent_04,9,356.34,10.3,Credit Card,49.0,1.9,2876.73
10543,2022-06-30 16:00:00,Sports,Product_939,North,Agent_08,17,243.7,2.5,Credit Card,68.0,2.8,4039.33
10544,2022-07-01 00:00:00,Electronics,Product_444,Central,Agent_10,2,262.56,29.8,Debit Card,69.0,,368.63
10545,2022-07-01 08:00:00,Clothing,Product_913,East,Agent_10,19,487.75,3.8,Bank Transfer,66.0,4.4,8915.09
10546,2022-07-01 16:00:00,Clothing,Product_900,,Agent_03,19,483.06,2.2,Debit Card,48.0,1.6,8976.22
10547,2022-07-02 00:00:00,Electronics,Product_100,East,Agent_10,7,111.56,26.4,PayPal,24.0,1.1,574.76
10548,2022-07-02 08:00:00,Toys,Product_246,Central,Agent_07,42,406.5,9.1,Debit Card,47.0,4.7,15519.36
10549,2022-07-02 16:00:00,Clothing,Product_386,North,Agent_11,42,102.64,19.5,Credit Card,20.0,3.1,3470.26
10550,2022-07-03 00:00:00,Home,Product_753,Central,Agent_13,20,110.7,9.9,Bank Transfer,,3.2,1994.81
10551,2022-07-03 08:00:00,Home,Product_152,South,Agent_12,9,339.67,11.7,Bank Transfer,68.0,4.1,2699.36
10552,2022-07-03 16:00:00,Electronics,Product_403,South,Agent_09,17,205.48,,Debit Card,73.0,2.3,3217.2
10553,2022-07-04 00:00:00,Sports,Product_168,West,Agent_04,27,466.11,10.3,PayPal,26.0,2.9,11288.72
10554,2022-07-04 08:00:00,Sports,Product_460,,Agent_08,47,49.06,12.3,Credit Card,27.0,4.9,2022.2
10555,2022-07-04 16:00:00,Electronics,Product_701,West,Agent_03,2,258.21,21.6,Cash,63.0,3.7,404.87
10556,2022-07-05 00:00:00,Sports,Product_319,West,Agent_07,36,459.67,15.3,Bank Transfer,67.0,1.6,14016.26
10557,2022-07-05 08:00:00,Toys,Product_803,South,Agent_03,19,452.54,28.3,Debit Card,64.0,1.5,6164.95
10558,2022-07-05 16:00:00,Toys,Product_674,West,Agent_12,17,82.48,1.3,PayPal,43.0,1.8,1383.93
10559,2022-07-06 00:00:00,Sports,Product_684,South,Agent_15,5,186.49,15.1,PayPal,18.0,4.1,791.65
10560,2022-07-06 08:00:00,Home,Product_260,North,Agent_15,39,311.47,17.5,Credit Card,,2.2,10021.55
10561,2022-07-06 16:00:00,Sports,Product_780,Central,Agent_07,18,83.9,27.6,Bank Transfer,74.0,1.1,1093.38
10562,2022-07-07 00:00:00,Toys,Product_188,West,Agent_14,7,484.17,1.5,Credit Card,55.0,4.8,3338.35
10563,2022-07-07 08:00:00,Food,Product_787,South,Agent_11,17,457.8,17.2,Cash,32.0,1.7,6443.99
10564,2022-07-07 16:00:00,Books,Product_880,East,Agent_10,39,87.64,,Cash,42.0,1.0,2542.96
10565,2022-07-08 00:00:00,Clothing,Product_684,West,Agent_10,36,64.97,7.3,Cash,23.0,1.9,2168.18
10566,2022-07-08 08:00:00,Food,Product_856,North,Agent_11,40,47.28,26.3,PayPal,35.0,1.9,1393.81
10567,2022-07-08 16:00:00,Sports,Product_688,North,Agent_11,45,455.17,0.6,Bank Transfer,18.0,2.7,20359.75
10568,2022-07-09 00:00:00,Home,Product_258,East,Agent_06,4,100.84,22.0,Credit Card,73.0,4.7,314.62
10569,2022-07-09 08:00:00,Electronics,Product_588,South,Agent_02,38,211.06,28.0,Credit Card,20.0,4.5,5774.6
10570,2022-07-09 16:00:00,Sports,Product_423,West,Agent_11,25,227.18,19.7,Cash,34.0,2.8,4560.64
10571,2022-07-10 00:00:00,Home,Product_709,South,Agent_03,5,301.51,13.2,Bank Transfer,65.0,2.6,1308.55
10572,2022-07-10 08:00:00,Books,Product_480,North,Agent_06,30,40.51,1.3,Bank Transfer,25.0,3.2,1199.5
10573,2022-07-10 16:00:00,Sports,Product_201,South,Agent_14,12,117.25,27.6,Debit Card,66.0,2.0,1018.67
10574,2022-07-11 00:00:00,Toys,Product_593,North,Agent_04,4,466.09,14.1,Bank Transfer,57.0,1.2,1601.49
10575,2022-07-11 08:00:00,Electronics,Product_743,South,Agent_06,24,454.66,0.9,Bank Transfer,34.0,4.8,10813.63
10576,2022-07-11 16:00:00,Home,Product_713,East,Agent_01,29,391.74,20.7,Credit Card,42.0,1.7,9008.84
10577,2022-07-12 00:00:00,Home,Product_118,Central,Agent_10,9,14.6,14.5,Bank Transfer,58.0,1.8,112.35
10578,2022-07-12 08:00:00,Home,Product_553,East,Agent_12,4,166.87,3.7,Bank Transfer,29.0,,642.78
10579,2022-07-12 16:00:00,Books,Product_581,East,Agent_01,24,315.84,6.4,Credit Card,46.0,3.0,7095.03
10580,2022-07-13 00:00:00,Sports,Product_693,Central,Agent_03,14,141.22,1.9,Bank Transfer,42.0,1.1,1939.52
10581,2022-07-13 08:00:00,Books,Product_496,Central,Agent_08,5,455.25,,Credit Card,68.0,1.6,1884.74
10582,2022-07-13 16:00:00,Clothing,Product_378,West,Agent_08,18,318.78,18.7,Debit Card,53.0,2.5,4665.03
10583,2022-07-14 00:00:00,Clothing,Product_950,West,Agent_11,42,40.59,15.2,PayPal,70.0,,1445.65
10584,2022-07-14 08:00:00,Sports,Product_464,East,Agent_04,19,454.96,,Credit Card,,1.9,6526.4
10585,2022-07-14 16:00:00,Toys,Product_430,East,Agent_06,12,479.09,25.8,Credit Card,42.0,2.7,4265.82
10586,2022-07-15 00:00:00,Books,Product_740,North,Agent_15,18,43.47,18.5,Bank Transfer,46.0,,637.7
10587,2022-07-15 08:00:00,Electronics,Product_443,North,Agent_08,17,268.52,,Credit Card,28.0,4.6,4546.58
10588,2022-07-15 16:00:00,Home,Product_921,West,Agent_07,30,155.17,,Cash,21.0,2.3,3682.18
10589,2022-07-16 00:00:00,Home,Product_554,West,Agent_11,24,199.46,12.5,Cash,31.0,1.5,4188.66
10590,2022-07-16 08:00:00,Sports,Product_700,North,Agent_07,11,93.93,17.0,Debit Card,63.0,3.0,857.58
10591,2022-07-16 16:00:00,Toys,Product_824,North,Agent_13,35,291.15,19.5,Credit Card,55.0,4.0,8203.15
10592,2022-07-17 00:00:00,Clothing,Product_754,South,Agent_04,23,479.2,10.5,Bank Transfer,34.0,1.4,9864.33
10593,2022-07-17 08:00:00,Clothing,Product_164,South,Agent_09,17,254.02,27.5,Bank Transfer,19.0,2.7,3130.8
10594,2022-07-17 16:00:00,Home,Product_175,North,Agent_12,1,46.04,4.0,PayPal,25.0,1.1,44.2
10595,2022-07-18 00:00:00,Sports,Product_810,South,Agent_10,15,311.9,20.1,Debit Card,53.0,1.1,3738.12
10596,2022-07-18 08:00:00,Books,Product_242,Central,Agent_06,32,173.41,0.1,Bank Transfer,27.0,2.9,5543.57
10597,2022-07-18 16:00:00,Clothing,Product_927,West,Agent_14,9,428.68,27.7,PayPal,24.0,2.2,2789.42
10598,2022-07-19 00:00:00,Books,Product_704,West,Agent_12,15,220.17,3.4,Bank Transfer,53.0,4.4,3190.26
10599,2022-07-19 08:00:00,Toys,Product_572,North,Agent_11,28,100.46,2.8,PayPal,33.0,3.4,2734.12
10600,2022-07-19 16:00:00,Clothing,Product_516,East,Agent_03,24,99.6,10.0,Cash,31.0,2.8,2151.36
10601,2022-07-20 00:00:00,Clothing,Product_404,North,Agent_05,35,385.54,11.2,Cash,33.0,2.6,11982.58
10602,2022-07-20 08:00:00,Food,Product_835,South,Agent_05,22,136.47,6.4,Bank Transfer,42.0,,2810.19
10603,2022-07-20 16:00:00,Clothing,Product_596,East,Agent_14,27,384.78,,Debit Card,58.0,1.2,8560.59
10604,2022-07-21 00:00:00,Electronics,Product_390,South,Agent_05,19,106.91,13.3,Credit Card,21.0,4.6,1761.13
10605,2022-07-21 08:00:00,Sports,Product_201,Central,Agent_08,45,164.23,1.0,Debit Card,46.0,5.0,7316.45
10606,2022-07-21 16:00:00,Sports,Product_366,South,Agent_09,12,235.42,9.6,Debit Card,73.0,1.7,2553.84
10607,2022-07-22 00:00:00,Books,Product_966,Central,Agent_13,20,471.88,24.3,Credit Card,23.0,1.5,7144.26
10608,2022-07-22 08:00:00,Toys,Product_721,Central,Agent_09,1,466.21,20.7,Cash,18.0,1.6,369.7
10609,2022-07-22 16:00:00,Clothing,Product_941,South,Agent_13,21,107.4,21.7,Cash,56.0,3.6,1765.98
10610,2022-07-23 00:00:00,Electronics,Product_876,South,Agent_06,49,182.32,20.9,Credit Card,18.0,3.6,7066.54
10611,2022-07-23 08:00:00,Books,Product_102,Central,Agent_06,45,78.95,,PayPal,68.0,4.4,3222.34
10612,2022-07-23 16:00:00,Food,Product_184,East,Agent_09,1,257.44,3.0,Debit Card,57.0,4.0,249.72
10613,2022-07-24 00:00:00,Books,Product_893,Central,Agent_04,10,232.99,8.2,Bank Transfer,74.0,2.8,2138.85
10614,2022-07-24 08:00:00,Books,Product_427,West,Agent_06,47,450.88,,Cash,20.0,3.5,15893.52
10615,2022-07-24 16:00:00,Clothing,Product_915,Central,Agent_04,32,465.35,29.4,Bank Transfer,18.0,3.8,10513.19
10616,2022-07-25 00:00:00,Food,Product_549,,Agent_11,39,194.87,14.8,Credit Card,,3.1,6475.14
10617,2022-07-25 08:00:00,Books,Product_553,West,Agent_01,22,248.41,0.3,Bank Transfer,56.0,2.9,5448.62
10618,2022-07-25 16:00:00,Electronics,Product_728,North,Agent_07,18,448.64,4.2,Bank Transfer,38.0,3.6,7736.35
10619,2022-07-26 00:00:00,Electronics,Product_320,North,Agent_14,48,404.32,9.7,Debit Card,62.0,3.2,17524.85
10620,2022-07-26 08:00:00,Sports,Product_253,East,Agent_10,46,6.81,17.4,Credit Card,47.0,3.6,258.75
10621,2022-07-26 16:00:00,Food,Product_764,Central,Agent_11,32,163.43,,Bank Transfer,49.0,3.5,5109.48
10622,2022-07-27 00:00:00,Food,Product_111,South,Agent_12,27,213.78,28.3,Cash,50.0,3.9,4138.57
10623,2022-07-27 08:00:00,Sports,Product_232,East,Agent_06,28,118.71,11.0,Credit Card,65.0,,2958.25
10624,2022-07-27 16:00:00,Books,Product_403,West,Agent_09,18,103.79,27.4,Cash,39.0,3.1,1356.33
10625,2022-07-28 00:00:00,Food,Product_392,West,Agent_07,39,23.7,23.4,PayPal,47.0,3.7,708.01
10626,2022-07-28 08:00:00,Electronics,Product_399,North,Agent_13,49,323.47,22.7,Bank Transfer,71.0,2.8,12252.07
10627,2022-07-28 16:00:00,Electronics,Product_839,West,Agent_07,29,134.94,18.2,Credit Card,63.0,2.0,3201.05
10628,2022-07-29 00:00:00,Clothing,Product_882,East,Agent_02,18,30.91,18.8,Cash,21.0,1.0,451.78
10629,2022-07-29 08:00:00,Food,Product_142,West,Agent_12,44,119.33,19.1,Bank Transfer,40.0,3.2,4247.67
10630,2022-07-29 16:00:00,Books,Product_442,East,Agent_11,8,401.95,18.9,Debit Card,72.0,3.4,2607.85
10631,2022-07-30 00:00:00,Sports,Product_425,South,Agent_15,31,426.49,16.6,Cash,61.0,,11026.47
10632,2022-07-30 08:00:00,Sports,Product_913,North,Agent_09,34,244.12,29.6,Cash,42.0,2.4,5843.26
10633,2022-07-30 16:00:00,Books,Product_597,West,Agent_10,7,210.95,22.0,PayPal,29.0,2.6,1151.79
10634,2022-07-31 00:00:00,Toys,Product_463,East,Agent_09,36,489.04,23.3,Debit Card,34.0,1.8,13503.37
10635,2022-07-31 08:00:00,Home,Product_990,Central,Agent_06,18,104.28,26.2,PayPal,70.0,1.3,1385.26
10636,2022-07-31 16:00:00,Clothing,Product_526,North,Agent_13,38,111.6,6.5,Debit Card,32.0,4.1,3965.15
10637,2022-08-01 00:00:00,Sports,Product_120,South,Agent_03,9,149.47,2.5,Cash,27.0,,1311.6
10638,2022-08-01 08:00:00,Food,Product_506,East,Agent_01,9,90.51,14.5,PayPal,52.0,3.4,696.47
10639,2022-08-01 16:00:00,Clothing,Product_718,South,Agent_04,46,192.79,15.4,Bank Transfer,72.0,3.8,7502.62
10640,2022-08-02 00:00:00,Food,Product_435,South,Agent_14,8,455.86,24.9,Debit Card,69.0,2.9,2738.81
10641,2022-08-02 08:00:00,Toys,Product_914,West,Agent_14,35,309.6,13.3,Cash,69.0,4.5,9394.81
10642,2022-08-02 16:00:00,Electronics,Product_216,West,Agent_03,18,208.91,17.1,Credit Card,46.0,2.8,3117.36
10643,2022-08-03 00:00:00,Clothing,Product_223,East,Agent_14,5,467.53,15.8,Debit Card,29.0,2.1,1968.3
10644,2022-08-03 08:00:00,Sports,Product_498,Central,Agent_12,14,28.99,1.1,Debit Card,18.0,4.6,401.4
10645,2022-08-03 16:00:00,Clothing,Product_892,East,Agent_01,28,109.09,18.5,Bank Transfer,18.0,4.4,2489.43
10646,2022-08-04 00:00:00,Clothing,Product_903,Central,Agent_03,30,285.11,24.8,Debit Card,27.0,1.7,6432.08
10647,2022-08-04 08:00:00,Clothing,Product_814,South,Agent_14,4,309.7,,Debit Card,35.0,1.1,1180.58
10648,2022-08-04 16:00:00,Home,Product_150,,Agent_14,39,24.58,17.8,Bank Transfer,64.0,1.4,787.99
10649,2022-08-05 00:00:00,Clothing,Product_882,East,Agent_04,20,204.5,17.8,Bank Transfer,19.0,2.1,3361.98
10650,2022-08-05 08:00:00,Food,Product_423,East,Agent_13,25,326.33,4.9,PayPal,66.0,4.9,7758.5
10651,2022-08-05 16:00:00,Electronics,Product_888,Central,Agent_13,28,350.54,3.7,Cash,25.0,,9451.96
10652,2022-08-06 00:00:00,Toys,Product_240,South,Agent_15,12,320.88,29.4,Cash,39.0,2.5,2718.5
10653,2022-08-06 08:00:00,Books,Product_569,South,Agent_14,2,163.68,11.8,PayPal,39.0,4.6,288.73
10654,2022-08-06 16:00:00,Clothing,Product_886,Central,Agent_08,43,51.29,6.8,Cash,43.0,2.8,2055.5
10655,2022-08-07 00:00:00,Sports,Product_901,South,Agent_09,14,216.42,5.1,Debit Card,43.0,2.3,2875.36
10656,2022-08-07 08:00:00,Clothing,Product_433,West,Agent_03,22,68.73,20.0,PayPal,26.0,4.8,1209.65
10657,2022-08-07 16:00:00,Sports,Product_992,North,Agent_06,31,474.07,18.3,PayPal,,4.4,12006.77
10658,2022-08-08 00:00:00,Food,Product_472,East,Agent_10,23,240.21,19.3,Cash,,4.4,4458.54
10659,2022-08-08 08:00:00,Sports,Product_663,North,Agent_11,48,162.04,2.6,Credit Card,69.0,3.0,7575.69
10660,2022-08-08 16:00:00,Books,Product_593,East,Agent_15,20,384.32,26.8,Cash,60.0,4.2,5626.44
10661,2022-08-09 00:00:00,ELECTRONICS,Product_638,West,Agent_05,38,251.48,,Credit Card,23.0,1.7,8438.16
10662,2022-08-09 08:00:00,Sports,Product_768,South,Agent_06,4,158.47,9.4,PayPal,73.0,3.3,574.3
10663,2022-08-09 16:00:00,Sports,Product_850,Central,Agent_04,15,406.92,,Credit Card,31.0,4.9,5255.37
10664,2022-08-10 00:00:00,Electronics,Product_255,West,Agent_10,24,434.24,11.7,Debit Card,50.0,2.2,9202.41
10665,2022-08-10 08:00:00,Books,Product_390,North,Agent_06,25,338.14,25.9,Bank Transfer,24.0,4.2,6264.04
10666,2022-08-10 16:00:00,Clothing,Product_747,Central,Agent_07,1,28.25,27.9,Credit Card,41.0,3.0,20.37
10667,2022-08-11 00:00:00,Sports,Product_243,South,Agent_09,7,285.33,9.1,Bank Transfer,26.0,1.2,1815.55
10668,2022-08-11 08:00:00,Electronics,Product_205,West,Agent_10,31,382.83,25.9,Debit Card,28.0,4.1,8793.99
10669,2022-08-11 16:00:00,Food,Product_519,Central,Agent_07,12,72.57,23.4,Bank Transfer,73.0,1.7,667.06
10670,2022-08-12 00:00:00,Electronics,Product_769,West,Agent_06,42,118.19,27.9,Debit Card,40.0,3.5,3579.03
10671,2022-08-12 08:00:00,Food,Product_757,West,Agent_01,5,441.84,7.4,Bank Transfer,65.0,1.3,2045.72
10672,2022-08-12 16:00:00,Books,Product_101,South,Agent_02,44,14.96,17.3,Bank Transfer,68.0,4.8,544.36
10673,2022-08-13 00:00:00,Clothing,Product_688,East,Agent_01,42,377.6,8.2,Cash,19.0,2.2,14558.75
10674,2022-08-13 08:00:00,Electronics,Product_743,Central,Agent_09,38,239.52,24.7,Credit Card,32.0,1.9,6853.63
10675,2022-08-13 16:00:00,Toys,Product_189,South,Agent_10,12,226.15,0.2,Bank Transfer,52.0,1.5,2708.37
10676,2022-08-14 00:00:00,Toys,Product_444,West,Agent_10,39,8.51,16.9,PayPal,53.0,4.8,275.8
10677,2022-08-14 08:00:00,Home,Product_449,South,Agent_09,18,410.6,10.2,Cash,69.0,3.8,6636.94
10678,2022-08-14 16:00:00,Sports,Product_558,East,Agent_07,2,183.11,9.7,Credit Card,71.0,4.0,330.7
10679,2022-08-15 00:00:00,Books,Product_362,Central,Agent_13,10,272.68,19.3,Cash,45.0,3.0,2200.53
10680,2022-08-15 08:00:00,Electronics,Product_450,East,Agent_02,15,340.26,25.5,Credit Card,56.0,2.9,3802.41
10681,2022-08-15 16:00:00,Toys,Product_207,North,Agent_06,30,352.8,18.3,Debit Card,61.0,1.4,8647.13
10682,2022-08-16 00:00:00,Sports,Product_685,Central,Agent_11,44,478.21,,Bank Transfer,21.0,3.2,15654.68
10683,2022-08-16 08:00:00,Toys,Product_138,East,Agent_04,17,268.01,7.9,PayPal,27.0,2.0,4196.23
10684,2022-08-16 16:00:00,Electronics,Product_258,West,Agent_01,4,202.86,15.6,Cash,23.0,4.9,684.86
10685,2022-08-17 00:00:00,Food,Product_682,Central,Agent_01,7,477.08,13.5,Cash,74.0,4.2,2888.72
